Name,Overall,Potential,Age,Club,Nationality,Positions,ValueEUR,WageEUR,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,AgeCategory,RatingCategory
P. Hofmann,74,74,29,VfL Bochum 1848,Germany,ST,4200000,24000,51,74,53,63,35,80,Adult,Average
K. Świderski,74,79,25,Charlotte FC,Poland,ST,6500000,9000,68,74,62,71,32,71,Adult,Average
M. Plattenhardt,74,74,30,Hertha BSC,Germany,LB,3600000,24000,66,56,73,71,71,71,Senior,Average
Guridi,74,75,27,Deportivo Alavés,Spain,"CM,CDM,CAM",4800000,12000,63,64,69,77,62,53,Adult,Average
N. Moro,74,81,24,Bologna,Croatia,"CDM,CM",8000000,21000,71,70,73,73,69,76,Adult,Average
L. Kilian,74,80,22,1. FC Köln,Germany,CB,6000000,19000,70,37,56,54,75,75,Young,Average
C. Bassey,74,84,22,Ajax,Nigeria,"LB,CB",9000000,11000,83,44,64,69,70,86,Young,Average
N. Petersen,74,74,33,Sport-Club Freiburg,Germany,ST,2700000,26000,52,77,58,65,40,73,Senior,Average
Nilson Alfarinho,74,74,38,Atlético Clube Goianiense,Brazil,GK,475000,6000,68,71,72,77,34,78,Senior,Average
A. Ademi,74,74,31,Dinamo Zagreb,North Macedonia,"CM,CDM",3500000,950,65,65,66,71,71,81,Senior,Average
B. Osayi-Samuel,74,79,24,Fenerbahçe SK,Nigeria,"RB,RM,RW",6000000,39000,94,59,62,78,65,74,Adult,Average
D. Valoyes,74,75,25,Club Atlético Talleres,Colombia,"RM,LM,ST",5000000,14000,88,69,67,74,49,68,Adult,Average
J. Angulo,74,74,33,Club Deportes Tolima,Colombia,RB,2200000,4000,71,59,69,68,71,75,Senior,Average
E. Ponce,74,79,25,Elche CF,Argentina,ST,6500000,19000,76,73,61,74,37,69,Adult,Average
K. Billiat,74,74,31,Kaizer Chiefs,Zimbabwe,"CF,RW,ST",3600000,1000,85,74,70,78,47,65,Senior,Average
G. Ferrari,74,74,30,U.S. Sassuolo Calcio,Italy,CB,3500000,25000,50,28,41,50,75,78,Senior,Average
M. Mohamed,74,81,24,FC Nantes,Egypt,ST,8500000,47000,70,74,57,69,38,79,Adult,Average
Y. Maleh,74,80,23,Fiorentina,Morocco,CM,6500000,35000,69,67,74,76,66,67,Adult,Average
B. van den Boomen,74,75,26,Toulouse Football Club,Netherlands,"CM,CDM",4900000,17000,62,73,78,70,66,76,Adult,Average
L. Cook,74,78,25,AFC Bournemouth,England,"CM,CDM",6000000,37000,60,63,74,77,66,66,Adult,Average
R. Marin,74,76,26,Empoli,Romania,CM,5000000,5000,68,73,76,74,62,67,Adult,Average
L. Masopust,74,74,29,SK Slavia Praha,Czech Republic,"RM,RB",4099999,1000,84,65,68,75,68,75,Adult,Average
Elias Fontoira,74,74,26,Internacional,Brazil,CDM,4099999,21000,69,69,74,73,73,70,Adult,Average
K. Malcuit,74,74,30,MKE Ankaragücü,France,RB,3600000,13000,75,62,70,74,72,70,Senior,Average
L. Sepe,74,74,31,US Salernitana 1919,Italy,GK,2200000,17000,74,71,70,76,44,72,Senior,Average
R. Jack,74,74,30,Rangers FC,Scotland,"CM,CDM",4000000,43000,62,67,72,72,73,78,Senior,Average
M. Pongračić,74,78,24,Lecce,Croatia,CB,5500000,28000,68,26,52,63,74,76,Adult,Average
E. Krafth,74,74,27,Newcastle United,Sweden,"RB,CB",4099999,57000,65,58,68,70,74,71,Adult,Average
A. Onana,74,84,20,Everton,Belgium,"CDM,CM",8500000,22000,74,59,69,71,71,76,Young,Average
S. Ricci,74,85,20,Torino F.C.,Italy,"CDM,CM",8500000,23000,74,55,70,71,71,70,Young,Average
A. Touré,74,76,26,Eintracht Frankfurt,Mali,"CB,RWB,RM",4600000,22000,80,58,66,72,74,73,Adult,Average
J. Amavi,74,74,28,Getafe CF,France,LB,3800000,30000,73,61,67,70,71,72,Adult,Average
N. Cozza,74,81,23,Montpellier Hérault SC,France,"CB,LB",8000000,16000,75,41,62,69,75,71,Adult,Average
J. Jankto,74,75,26,AC Sparta Praha,Czech Republic,"LM,CM,RM",5000000,1000,73,71,71,74,67,62,Adult,Average
M. Crépeau,74,77,28,Los Angeles FC,Canada,GK,3900000,6000,72,70,70,75,49,74,Adult,Average
R. Khedira,74,75,28,1. FC Union Berlin,Germany,"CDM,CB",4099999,25000,58,43,58,61,76,80,Adult,Average
A. Maher,74,74,28,Damac FC,Netherlands,"CDM,CM",3700000,19000,67,70,74,76,70,66,Adult,Average
Nuno Santos,74,81,23,Charlotte FC,Portugal,CM,8500000,7000,80,69,71,73,67,68,Adult,Average
Y. Eteki,74,80,24,Casa Pia,Cameroon,"CDM,CM",6000000,5000,58,55,66,70,70,75,Adult,Average
M. Uhre,74,75,27,Philadelphia Union,Denmark,ST,4900000,9000,89,73,51,70,33,77,Adult,Average
J. Kopic,74,74,32,FC Viktoria Plzeň,Czech Republic,"RM,LM",3300000,1000,76,71,72,75,36,59,Senior,Average
Diegildo Ramos,74,74,30,Flamengo,Brazil,"ST,RM",4099999,34000,30,79,67,67,28,70,Senior,Average
Arbilla,74,74,35,SD Eibar,Spain,CB,1100000,7000,53,57,70,66,73,79,Senior,Average
T. Nguen,74,74,28,Ferencvárosi TC,Norway,"CAM,LM",4200000,1000,87,71,65,79,45,59,Adult,Average
M. Nastasić,74,74,29,RCD Mallorca,Serbia,CB,3500000,21000,62,36,62,55,74,74,Adult,Average
F. Woodman,74,79,25,Preston North End,England,GK,4900000,21000,75,69,70,75,47,72,Adult,Average
M. Havel,74,74,27,FC Viktoria Plzeň,Czech Republic,"LB,RB",4099999,950,67,51,66,68,72,74,Adult,Average
L. Vangioni,74,74,35,Newell's Old Boys,Argentina,"LB,LWB",1300000,9000,77,63,70,70,71,72,Senior,Average
A. Tuanzebe,74,78,24,Manchester United,England,CB,5500000,60000,81,36,63,68,73,72,Adult,Average
P. Musa,74,81,24,SL Benfica,Croatia,ST,8500000,12000,83,72,61,71,37,82,Adult,Average
Álex Centelles,74,81,22,Unión Deportiva Almería,Spain,LB,8000000,17000,78,52,67,71,68,75,Young,Average
O. Solet,74,83,22,FC Red Bull Salzburg,France,CB,9000000,19000,83,43,57,67,72,81,Young,Average
M. Mittelstädt,74,77,25,Hertha BSC,Germany,"LB,LM",5000000,22000,77,61,68,74,71,67,Adult,Average
J. Worrall,74,80,25,Nottingham Forest,England,CB,6000000,42000,57,25,51,45,75,76,Adult,Average
S. Ascacíbar,74,78,25,US Cremonese,Argentina,"CDM,CM",5500000,22000,69,47,61,69,74,72,Adult,Average
B. Ramselaar,74,75,26,FC Utrecht,Netherlands,CAM,5000000,15000,84,71,69,76,52,67,Adult,Average
Ki Sung Yueng,74,74,33,FC Seoul,Korea Republic,"CDM,CM",2100000,8000,46,67,78,69,66,76,Senior,Average
G. Haraguchi,74,74,31,1. FC Union Berlin,Japan,"CAM,CM",3500000,26000,76,65,70,78,44,53,Senior,Average
P. Hrošovský,74,74,30,KRC Genk,Slovakia,CM,4000000,15000,67,71,74,75,70,66,Senior,Average
M. Rashica,74,75,26,Galatasaray SK,Kosovo,"LM,RM,CF",5000000,37000,81,74,68,77,47,64,Adult,Average
E. Wahi,74,84,19,Montpellier Hérault SC,France,"ST,LM",9000000,14000,82,73,64,76,31,65,Young,Average
J. Tanganga,74,82,23,Tottenham Hotspur,England,"RWB,RB,CB",9000000,49000,75,33,62,71,75,80,Adult,Average
M. Coda,74,74,33,Genoa,Italy,ST,2700000,6000,60,75,58,71,25,64,Senior,Average
F. Selemani,74,74,28,KV Kortrijk,Comoros,"LM,CAM",4200000,15000,83,73,70,75,56,61,Adult,Average
Vinicius Cardenha,74,74,30,Fluminense,Brazil,"RB,CB",3600000,19000,73,49,60,68,71,70,Senior,Average
Ferro,74,78,25,Vitesse,Portugal,CB,5500000,11000,52,43,55,60,75,75,Adult,Average
Enzo Marteiro,74,74,30,Flamengo,Brazil,GK,2800000,23000,82,73,73,69,40,74,Senior,Average
C. Benteke,74,74,31,D.C. United,Belgium,ST,3600000,9000,50,74,62,68,32,74,Senior,Average
I. Radovanović,73,73,33,US Salernitana 1919,Serbia,"CB,CDM",1500000,20000,47,60,68,66,74,71,Senior,Average
N. Vallys,73,74,25,Brøndby IF,Denmark,"LM,CAM",3600000,13000,81,66,69,72,38,75,Adult,Average
T. Delaine,73,73,30,RC Strasbourg Alsace,France,"RWB,LWB",2600000,19000,83,50,69,72,67,72,Senior,Average
Jubal,73,74,28,AJ Auxerre,Brazil,CB,2900000,15000,51,34,45,55,73,73,Adult,Average
Henrique,73,73,28,Olympique Lyonnais,Brazil,LB,2800000,41000,77,45,63,71,70,65,Adult,Average
Jony,73,73,30,Real Sporting de Gijón,Spain,LM,2900000,34000,83,68,72,73,52,65,Senior,Average
I. Zabarnyi,73,83,19,Dynamo Kyiv,Ukraine,CB,6000000,500,66,36,56,58,74,73,Young,Average
L. Garritano,73,73,28,Frosinone,Italy,"CAM,CM,LW",3100000,4000,89,70,68,74,55,62,Adult,Average
Manu Vallejo,73,78,25,Girona FC,Spain,"ST,LM,CAM",4500000,21000,74,74,68,75,43,61,Adult,Average
R. Kouamé,73,77,25,ESTAC Troyes,Mali,"CM,CDM",4200000,15000,69,54,69,74,70,77,Adult,Average
R. Ripart,73,73,29,ESTAC Troyes,France,"RM,LM,ST",3000000,17000,69,74,68,71,64,83,Adult,Average
T. Strobl,73,73,32,FC Augsburg,Germany,"CDM,CB",2000000,20000,34,49,65,57,73,75,Senior,Average
R. Delgado,73,73,32,Club Atlético Colón,Argentina,"CB,LB",2000000,11000,82,65,70,74,72,79,Senior,Average
S. Mustafi,73,73,30,Levante Unión Deportiva,Germany,CB,2500000,10000,53,57,62,59,73,77,Senior,Average
S. Peña,73,76,26,Malmö FF,Peru,"CAM,CM",4000000,8000,66,68,76,75,55,66,Adult,Average
G. Giakoumakis,73,74,27,Celtic,Greece,ST,3600000,43000,70,73,50,66,28,77,Adult,Average
A. Weimann,73,73,30,Bristol City,Austria,"ST,CAM,CM",3000000,30000,82,72,65,71,45,72,Senior,Average
D. Randolph,73,73,35,West Ham United,Republic of Ireland,GK,350000,22000,75,71,66,74,42,71,Senior,Average
S. Davis,73,73,29,Nashville SC,United States,"CDM,CM",2600000,7000,68,58,68,69,70,78,Adult,Average
J. Broun,73,73,36,Rosario Central,Argentina,GK,350000,7000,70,67,69,75,43,76,Senior,Average
M. Dupé,73,75,29,Toulouse Football Club,France,GK,2500000,12000,74,72,69,75,46,70,Adult,Average
S. Caulker,73,73,30,Fatih Karagümrük S.K.,Sierra Leone,CB,2500000,19000,55,30,56,53,74,81,Senior,Average
C. Tosun,73,73,31,Beşiktaş JK,Turkey,ST,2600000,39000,59,75,65,71,36,68,Senior,Average
R. Zerrouki,73,78,24,FC Twente,Algeria,"CM,CDM",4600000,10000,73,64,69,73,66,79,Adult,Average
M. Cáceres,73,73,35,LA Galaxy,Uruguay,"CB,RB,RM",800000,5000,68,51,62,68,73,74,Senior,Average
J. Komar,73,78,25,Rosario Central,Argentina,CB,4000000,11000,66,36,52,54,73,79,Adult,Average
A. Zeneli,73,73,27,Stade de Reims,Kosovo,"LM,LW",3200000,19000,74,70,72,76,35,56,Adult,Average
S. Gürler,73,73,30,İstanbul Başakşehir FK,Turkey,"RM,LM",2900000,28000,81,66,69,75,43,54,Senior,Average
Silvosinho,73,73,26,Santos,Brazil,"RB,RM,RWB",3000000,20000,65,54,64,64,70,69,Adult,Average
Neviano Neves,73,73,22,Sport Club Corinthians Paulista,Brazil,"CM,RM",3600000,20000,63,71,73,72,61,67,Young,Average
R. Haps,73,73,29,Venezia FC,Suriname,LB,2700000,5000,85,63,65,74,66,71,Adult,Average
J. Savarino,73,76,25,Real Salt Lake,Venezuela,"RM,RW,CAM",4000000,7000,82,70,66,77,37,63,Adult,Average
L. Coulibaly,73,76,26,US Salernitana 1919,Mali,"CDM,CM",3600000,20000,72,58,67,72,72,75,Adult,Average
L. Abada,73,81,20,Celtic,Israel,RW,6500000,33000,83,72,67,73,41,59,Young,Average
M. Lowton,73,73,33,Burnley,England,RB,1600000,31000,62,60,70,71,72,73,Senior,Average
J. Piroe,73,80,22,Swansea City,Netherlands,"ST,RW,CAM",6000000,22000,66,75,61,68,29,71,Young,Average
R. Loaiza,73,73,28,Club Atlético Lanús,Colombia,"CDM,CM",2700000,14000,57,46,66,66,70,77,Adult,Average
Jorge Cuenca,73,82,22,Villarreal CF,Spain,CB,6500000,19000,60,37,58,52,74,66,Young,Average
C. Basham,73,73,33,Sheffield United,England,CB,1500000,21000,53,43,61,63,74,76,Senior,Average
R. Hamouma,73,73,35,AC Ajaccio,France,"ST,RM",1300000,13000,68,75,74,77,42,65,Senior,Average
C. Piccini,73,73,29,1. FC Magdeburg,Italy,RB,2700000,11000,71,42,63,70,73,73,Adult,Average
S. Davis,73,73,37,Rangers FC,Northern Ireland,CM,950000,29000,36,63,75,74,72,64,Senior,Average
D. Sallói,73,74,25,Sporting Kansas City,Hungary,"LW,ST",3600000,8000,75,75,68,73,36,70,Adult,Average
Fábio Carvalho,73,86,19,Liverpool,Portugal,"CAM,CM,RM",7000000,37000,78,68,67,75,45,52,Young,Average
P. McNair,73,76,27,Middlesbrough,Northern Ireland,"CB,CDM,CM",3500000,21000,62,62,67,68,73,76,Adult,Average
N. Figal,73,74,28,Boca Juniors,Argentina,"CB,RB",2900000,13000,73,43,63,68,72,78,Adult,Average
J. Laporte,73,74,28,FC Lorient,France,CB,2900000,15000,44,29,45,49,73,81,Adult,Average
Mario González,73,76,26,Oud-Heverlee Leuven,Spain,ST,4000000,13000,71,72,64,73,22,66,Adult,Average
Y. M'Changama,73,73,31,AJ Auxerre,Comoros,"CAM,CM",2500000,16000,86,71,71,74,63,75,Senior,Average
Tramontinaldo,73,73,26,Club Athletico Paranaense,Brazil,"RB,RM",3000000,12000,66,50,70,67,72,59,Adult,Average
D. Lamkel Zé,73,76,25,KV Kortrijk,Cameroon,"ST,LM",4099999,13000,82,75,67,74,49,79,Adult,Average
B. Williams,73,78,21,Manchester United,England,"LB,RB",4400000,46000,79,56,65,72,69,69,Young,Average
Nacho,73,73,33,CD Tenerife,Spain,LB,1600000,9000,76,56,67,68,67,71,Senior,Average
E. Ampadu,73,80,21,Spezia,Wales,"CDM,CM,CB",6000000,43000,65,49,63,69,72,70,Young,Average
L. Sučić,73,84,19,FC Red Bull Salzburg,Croatia,"CAM,CM",6500000,13000,75,70,74,75,49,62,Young,Average
N. Fagioli,73,85,21,Juventus,Italy,"CM,CAM,CDM",7500000,47000,73,62,74,77,61,60,Young,Average
S. Bahoken,73,73,30,Kasimpaşa SK,Cameroon,ST,3000000,14000,73,72,59,71,24,72,Senior,Average
R. Lod,73,73,29,Minnesota United FC,Finland,"RM,ST,CAM",3000000,8000,72,73,71,73,54,69,Adult,Average
Sandelas Júnior,73,73,30,Santos,Brazil,CDM,2500000,20000,61,53,65,64,71,75,Senior,Average
O. Abildgaard,73,76,26,Celtic,Denmark,CDM,3600000,36000,64,62,66,68,70,79,Adult,Average
T. Kacharaba,73,73,27,SK Slavia Praha,Ukraine,CB,2800000,1000,71,34,50,59,72,78,Adult,Average
V. Verre,73,73,28,U.C. Sampdoria,Italy,"CAM,LM",3100000,17000,69,73,73,74,65,65,Adult,Average
D. Appiah,73,73,30,FC Nantes,France,"RB,CB,LB",2600000,19000,71,39,60,65,73,74,Senior,Average
M. Loum,73,78,25,Reading,Senegal,"CDM,CM",4099999,10000,43,53,60,63,72,80,Adult,Average
R. Nelson,73,80,22,Arsenal,England,"RW,LW",6000000,51000,86,64,68,77,36,54,Young,Average
C. Bravo,73,77,25,Portland Timbers,Argentina,LB,3900000,7000,77,48,63,72,70,69,Adult,Average
S. Romagnoli,73,73,32,Parma,Italy,CB,2000000,5000,61,40,47,56,74,78,Senior,Average
Jeffmeirson,73,73,30,RB Bragantino,Brazil,LB,2600000,13000,72,50,69,60,72,74,Senior,Average
David Costas,73,75,27,Real Oviedo,Spain,"CB,RB",3200000,9000,76,45,63,64,73,73,Adult,Average
Paulinho,73,74,27,FC Midtjylland,Brazil,"LWB,LB",3200000,20000,85,65,67,71,65,70,Adult,Average
M. Robinson,73,80,25,Atlanta United,United States,CB,5500000,7000,83,35,54,67,72,78,Adult,Average
Léo Duarte,73,77,25,İstanbul Başakşehir FK,Brazil,CB,3800000,25000,55,36,49,59,73,75,Adult,Average
Rubén Castro,73,73,41,Málaga CF,Spain,ST,0,7000,70,77,63,74,30,60,Senior,Average
J. Hendry,73,76,27,US Cremonese,Scotland,CB,3500000,18000,71,56,54,62,71,82,Adult,Average
M. Yandaş,73,73,27,Fenerbahçe SK,Turkey,"CM,CAM",3200000,45000,68,70,74,73,64,72,Adult,Average
Raíllo,73,73,30,RCD Mallorca,Spain,CB,2500000,19000,49,36,53,54,74,78,Senior,Average
Joo Min Kyu,73,73,32,Jeju United FC,Korea Republic,ST,2500000,8000,66,75,54,69,49,79,Senior,Average
J. Thielmann,73,82,20,1. FC Köln,Germany,"RM,CF,LM",6500000,16000,81,69,66,72,45,66,Young,Average
O. Duda,73,74,27,1. FC Köln,Slovakia,"CAM,CF",3500000,22000,69,71,71,78,53,63,Adult,Average
Hernani,73,73,28,Urbs Reggina 1914,Brazil,"CM,CDM",3000000,5000,65,69,69,72,74,70,Adult,Average
A. Bella Kotchap,73,83,20,Southampton,Germany,CB,6000000,26000,82,25,50,51,74,76,Young,Average
A. Barberis,73,74,28,AC Monza,Italy,"CDM,CM",2900000,34000,74,49,70,68,68,66,Adult,Average
Y. Brecher,73,75,29,FC Zürich,Switzerland,GK,2500000,12000,72,73,69,75,40,73,Adult,Average
I. Traoré,73,73,35,FC Metz,Côte d'Ivoire,CB,800000,5000,35,45,58,49,72,84,Senior,Average
J. Larrivey,73,73,37,Cosenza,Argentina,ST,1000000,3000,50,75,58,61,42,74,Senior,Average
J. Menéndez,73,73,28,Vélez Sarsfield,Argentina,"RM,LM,LW",3100000,8000,87,68,67,74,42,51,Adult,Average
J. Lucumí,73,81,24,Bologna,Colombia,CB,6500000,20000,70,28,59,63,72,78,Adult,Average
Juan Soriano,73,79,24,CD Tenerife,Spain,GK,3900000,6000,76,67,66,77,37,72,Adult,Average
S. Spierings,73,76,26,Toulouse Football Club,Netherlands,"CDM,CM",3600000,15000,49,60,67,71,69,72,Adult,Average
R. Carrera,73,73,28,Atlético Tucumán,Argentina,"CM,LM,RM",3000000,11000,79,69,71,71,63,73,Adult,Average
L. Görtler,73,73,28,FC St. Gallen 1879,Germany,"CM,RM,CAM",3000000,11000,67,63,75,69,56,79,Adult,Average
Léo Jardim,73,77,27,LOSC Lille,Brazil,GK,3200000,18000,74,70,68,75,41,70,Adult,Average
Juankar,73,73,32,Panathinaikos FC,Spain,"LB,LWB",2100000,700,74,62,69,73,67,70,Senior,Average
R. Zieler,73,73,33,Hannover 96,Germany,GK,1000000,17000,70,69,70,74,48,73,Senior,Average
K. Velasco,73,76,25,Deportivo Cali,Colombia,"LM,LB",4000000,4000,82,64,66,76,59,57,Adult,Average
M. Fathi,73,73,28,Al Taawoun,Egypt,"RM,CAM",3100000,21000,81,69,66,78,36,57,Adult,Average
G. Kvilitaia,73,73,28,APOEL Nicosia FC,Georgia,ST,3100000,1000,64,73,59,70,37,74,Adult,Average
Nuno Lisareda,73,73,22,Sport Club Corinthians Paulista,Brazil,ST,3600000,22000,78,74,60,73,29,60,Young,Average
S. Zoller,73,73,31,VfL Bochum 1848,Germany,"ST,RW,LW",2600000,22000,71,74,65,73,39,65,Senior,Average
M. Torrén,73,73,33,Argentinos Juniors,Argentina,CB,1500000,11000,69,49,64,59,73,76,Senior,Average
R. Rey,73,73,31,Gimnasia y Esgrima La Plata,Argentina,GK,1600000,11000,73,71,69,74,50,73,Senior,Average
N. Phillips,73,76,25,Liverpool,England,CB,3600000,57000,52,30,49,51,74,75,Adult,Average
J. Makengo,73,79,24,Udinese Calcio,France,"CM,CDM",4800000,12000,66,66,72,73,73,70,Adult,Average
P. Hatzidiakos,73,75,25,AZ Alkmaar,Greece,"CB,RB",3400000,8000,74,52,65,68,72,74,Adult,Average
T. Cleverley,73,73,32,Watford,England,CM,2400000,34000,56,68,73,73,61,65,Senior,Average
P. De la Vega,73,83,21,Club Atlético Lanús,Argentina,"RM,RW,LW",7000000,11000,82,70,69,75,50,71,Young,Average
M. de los Santos,73,74,29,Vélez Sarsfield,Uruguay,CB,2800000,12000,55,55,59,62,71,82,Adult,Average
M. Ritchie,73,73,32,Newcastle United,Scotland,"RM,LB",2400000,57000,60,72,75,75,66,65,Senior,Average
Luis Couprins,73,73,22,Club Athletico Paranaense,Brazil,"CDM,CM",3200000,10000,71,65,66,62,74,69,Young,Average
Douglas Augusto,73,76,25,PAOK,Brazil,"CAM,CM,CDM",4000000,1000,73,69,69,73,69,77,Adult,Average
A. Ousou,73,78,22,SK Slavia Praha,Sweden,CB,4200000,850,70,31,55,67,72,73,Young,Average
K. Bonifazi,73,75,26,Bologna,Italy,CB,3300000,23000,52,35,51,56,75,66,Adult,Average
Enric Gallego,73,73,35,CD Tenerife,Spain,ST,1300000,8000,54,76,56,67,25,71,Senior,Average
C. Tarragona,73,73,31,Gimnasia y Esgrima La Plata,Argentina,ST,2600000,16000,82,72,54,70,43,79,Senior,Average
B. Davies,73,76,26,Rangers FC,England,CB,3500000,36000,66,39,59,63,74,73,Adult,Average
K. Grabara,73,79,23,F.C. København,Poland,GK,3900000,12000,75,72,69,74,42,74,Adult,Average
Freder Cabral,73,73,30,Clube Atlético Mineiro,Brazil,GK,2000000,20000,73,77,69,66,46,76,Senior,Average
O. Norwood,73,73,31,Sheffield United,Northern Ireland,"CDM,CM",2100000,21000,48,66,77,67,68,64,Senior,Average
C. Hountondji,73,74,28,Angers SCO,Benin,CB,2900000,18000,45,33,53,56,74,70,Adult,Average
Dagoberto Esteiro,73,73,26,São Paulo,Brazil,ST,3400000,31000,64,76,52,67,25,59,Adult,Average
D. Khocholava,73,74,29,F.C. København,Georgia,CB,2800000,18000,55,50,54,61,73,80,Adult,Average
J. Leweling,73,82,21,1. FC Union Berlin,Germany,"ST,RW",7000000,20000,82,71,61,77,33,69,Young,Average
B. Schenkeveld,73,73,30,Panathinaikos FC,Netherlands,CB,2500000,700,73,40,61,66,73,77,Senior,Average
J. Gómez,73,73,32,Racing Club,Argentina,"CAM,CM",2400000,12000,72,68,72,76,51,64,Senior,Average
T. Nianzou,73,85,20,Sevilla FC,France,CB,7000000,13000,62,37,56,64,73,76,Young,Average
K. Taylor,73,85,20,Ajax,Netherlands,"CM,CDM",7500000,10000,76,69,76,74,61,66,Young,Average
J. Butland,73,73,29,Crystal Palace,England,GK,2100000,31000,73,68,66,75,57,74,Adult,Average
K. Olsson,73,74,27,FC Midtjylland,Sweden,"CM,CDM",3500000,18000,68,61,74,74,67,64,Adult,Average
Júlio Tavares,73,73,33,Al Raed,Cape Verde Islands,ST,1900000,18000,58,74,56,68,30,85,Senior,Average
D. Boyko,73,73,34,Dynamo Kyiv,Ukraine,GK,525000,650,75,69,75,70,49,74,Senior,Average
N. Gießelmann,73,73,30,1. FC Union Berlin,Germany,"LWB,LB",2600000,22000,66,60,71,68,70,75,Senior,Average
Josan,73,73,32,Elche CF,Spain,"RM,RWB",2400000,16000,83,68,67,74,54,49,Senior,Average
Jo Hyeon Woo,73,73,30,Ulsan Hyundai FC,Korea Republic,GK,2000000,8000,73,70,62,78,51,70,Senior,Average
A. El Kaabi,73,73,29,Atakaş Hatayspor,Morocco,"ST,LW,RW",3000000,14000,74,73,60,71,35,66,Adult,Average
M. Ingvartsen,73,74,26,1. FSV Mainz 05,Denmark,"ST,CF,CAM",3600000,24000,64,77,66,74,38,72,Adult,Average
N. Domingo,73,73,37,Club Atlético Banfield,Argentina,"CDM,CM,CB",600000,9000,41,59,68,67,71,72,Senior,Average
E. Piovi,73,73,29,LDU Quito,Argentina,"CDM,CM,RM",2600000,900,76,64,69,71,71,72,Adult,Average
G. Medel,73,73,34,Bologna,Chile,CB,1000000,23000,56,50,62,68,72,76,Senior,Average
Aleix Vidal,73,73,32,RCD Espanyol de Barcelona,Spain,"RB,RM",2100000,14000,79,66,72,75,67,71,Senior,Average
F. De Paul,73,73,31,CD Everton de Viña del Mar,Chile,GK,1600000,3000,74,66,63,75,40,73,Senior,Average
M. Nzola,73,76,25,Spezia,Angola,ST,4099999,16000,85,70,59,68,29,75,Adult,Average
Lee Kang In,73,81,21,RCD Mallorca,Korea Republic,"CAM,ST,RM",7000000,15000,70,71,74,76,30,52,Young,Average
S. Sunzu,73,73,33,Shijiazhuang Ever Bright F.C.,Zambia,CB,1500000,8000,39,41,49,50,74,84,Senior,Average
C. Gytkjær,73,73,32,AC Monza,Denmark,ST,2500000,39000,71,74,57,69,33,72,Senior,Average
S. Babić,73,78,26,Unión Deportiva Almería,Serbia,CB,4000000,19000,54,40,47,52,73,76,Adult,Average
Castro,73,73,34,SC Braga,Portugal,"CM,CDM",1400000,12000,67,70,71,73,69,78,Senior,Average
Soldado,73,73,37,Levante Unión Deportiva,Spain,ST,1000000,9000,48,76,69,72,44,66,Senior,Average
Pulido,73,73,31,SD Huesca,Spain,CB,2100000,9000,43,41,51,51,73,79,Senior,Average
Erik,73,73,27,Changchun Yatai FC,Brazil,"LM,LW,ST",3200000,10000,86,71,66,75,23,57,Adult,Average
Osvaldo Lodeiro,73,73,22,RB Bragantino,Brazil,"CB,RB,LB",3100000,11000,73,49,53,54,75,69,Young,Average
G. Larsonneur,73,76,25,Valenciennes FC,France,GK,3100000,13000,72,71,72,74,52,72,Adult,Average
L. Aued,73,73,35,Universidad Católica,Argentina,"CM,CDM",1200000,7000,52,65,73,71,65,73,Senior,Average
E. Mor,73,76,24,Fenerbahçe SK,Turkey,"RW,ST,RM",4200000,43000,87,65,64,83,31,57,Adult,Average
Toni Lato,73,78,24,Valencia CF,Spain,"LB,LWB,LM",4300000,20000,75,56,71,71,68,60,Adult,Average
N. Chalobah,73,75,27,Fulham,England,"CDM,CM",3300000,38000,55,61,67,72,71,72,Adult,Average
J. Duverne,73,77,24,Stade Brestois 29,France,"RB,LB,CB",4099999,15000,63,38,62,70,75,74,Adult,Average
A. Bertolacci,73,73,31,Yukatel Kayserispor,Italy,"CM,CAM,CDM",2500000,15000,63,69,73,75,73,65,Senior,Average
Eguaras,73,73,30,Unión Deportiva Almería,Spain,"CDM,CM",2500000,19000,53,56,75,65,68,73,Senior,Average
F. Bardi,73,73,30,Bologna,Italy,GK,2000000,18000,75,71,65,76,49,70,Senior,Average
V. Manceau,73,73,32,En Avant de Guingamp,France,"CB,RB,RWB",2000000,7000,42,47,69,71,75,70,Senior,Average
Y. Candelo,73,73,30,Atlético Nacional,Colombia,"RM,RB",2900000,5000,82,67,72,76,62,67,Senior,Average
R. Zalazar,73,80,22,FC Schalke 04,Uruguay,"CM,CAM",6000000,17000,75,67,70,77,62,70,Young,Average
L. O'Brien,73,80,23,Nottingham Forest,England,"CM,CDM,LM",6000000,38000,69,62,66,75,69,73,Adult,Average
M. Mancosu,73,73,33,Cagliari,Italy,CAM,1900000,5000,59,69,71,73,41,66,Senior,Average
Felipe Silva,73,73,29,Chengdu Rongcheng F.C.,Brazil,ST,3000000,10000,76,72,58,67,23,84,Adult,Average
M. Castro,73,74,26,Estudiantes de La Plata,Uruguay,"RM,LM",3600000,12000,77,67,71,72,52,61,Adult,Average
T. Kempe,73,73,33,SV Darmstadt 98,Germany,"CM,CAM",1900000,17000,65,73,77,74,52,71,Senior,Average
L. González Pirez,73,73,30,River Plate,Argentina,CB,2500000,7000,70,48,61,67,71,80,Senior,Average
