Name,Overall,Potential,Age,Club,Nationality,Positions,ValueEUR,WageEUR,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,AgeCategory,RatingCategory
Pedro Sá,71,71,28,Portimonense SC,Portugal,"CDM,CM",1600000,6000,61,55,62,66,68,75,Adult,Average
M. Pedersen,71,72,25,FC Augsburg,Denmark,LM,2200000,16000,84,52,65,73,66,67,Adult,Average
S. van Beek,71,71,27,SC Heerenveen,Netherlands,CB,1700000,6000,60,39,55,51,72,72,Adult,Average
K. Omeruo,71,73,28,CD Leganés,Nigeria,CB,1900000,8000,64,32,50,56,70,77,Adult,Average
U. Hünemeier,71,71,36,SC Paderborn 07,Germany,CB,325000,9000,41,51,60,56,73,66,Senior,Average
T. Smith,71,71,30,Middlesbrough,England,"RWB,RB",1600000,17000,67,46,66,65,68,72,Senior,Average
Erik Morán,71,71,31,SD Ponferradina,Spain,CDM,1300000,6000,41,50,69,66,68,74,Senior,Average
K. Duncan,71,75,24,New York Red Bulls,United States,"RWB,RM,RB",2500000,7000,89,46,58,69,65,71,Adult,Average
A. Blin,71,75,25,Lecce,France,"CDM,CM,CB",2400000,10000,38,52,63,62,68,78,Adult,Average
A. Benali,71,71,30,Brescia,Libya,"CM,CDM,CF",1800000,4000,76,63,69,75,44,63,Senior,Average
A. Caracciolo,71,71,32,Pisa,Italy,CB,1200000,3000,57,32,49,62,72,76,Senior,Average
Neto Borges,71,74,25,Clermont Foot 63,Brazil,LB,2300000,11000,72,50,64,71,66,78,Adult,Average
E. Derdiyok,71,71,34,MKE Ankaragücü,Switzerland,ST,900000,11000,36,74,66,65,32,65,Senior,Average
Cláudio Winck,71,71,28,Clube Sport Marítimo,Brazil,RB,1700000,7000,69,59,61,66,68,73,Adult,Average
E. Fernandes,71,73,26,1. FSV Mainz 05,Switzerland,"CM,CDM",2300000,17000,67,65,67,72,70,66,Adult,Average
Yan Couto,71,79,20,Girona FC,Brazil,"RM,RB,RWB",4099999,43000,82,56,65,74,62,59,Young,Average
J. Ríos,71,71,30,Club Deportes Tolima,Colombia,"CDM,CM",1600000,3000,64,54,61,63,70,75,Senior,Average
L. de la Torre,71,77,24,RC Celta de Vigo,United States,"CM,CDM,LM",2900000,13000,65,56,70,74,59,61,Adult,Average
R. Schüller,71,71,31,Djurgårdens IF,Finland,"CDM,CM",1300000,6000,50,56,65,65,71,70,Senior,Average
K. Çörekçi,71,71,30,Atakaş Hatayspor,Turkey,"RB,LB,RWB",1600000,9000,81,49,65,70,66,68,Senior,Average
C. Ganea,71,71,30,Panathinaikos FC,Romania,LB,1600000,550,74,66,70,69,65,70,Senior,Average
L. Iberico,71,77,24,FBC Melgar,Peru,"LW,LM,ST",3000000,650,83,70,61,74,25,67,Adult,Average
M. Dárdai,71,82,20,Hertha BSC,Germany,CB,3800000,12000,65,31,65,63,72,70,Young,Average
O. El Hajjam,71,71,31,Le Havre AC,Morocco,"CB,RB,RWB",1300000,5000,65,45,65,67,72,73,Senior,Average
L. Veldwijk,71,71,30,Suwon FC,South Africa,ST,1800000,6000,57,73,51,64,33,79,Senior,Average
E. Loiodice,71,83,21,Unión Deportiva Las Palmas,France,"CDM,CM",4400000,5000,66,59,67,73,65,65,Young,Average
Gerard Valentín,71,71,28,SD Huesca,Spain,"RM,RB",1900000,8000,91,53,59,78,60,70,Adult,Average
A. Mendy,71,71,28,Stade Malherbe Caen,Guinea Bissau,ST,1900000,7000,72,72,52,64,25,81,Adult,Average
N. Theuerkauf,71,71,35,1. FC Heidenheim 1846,Germany,"CDM,LB,CB",525000,10000,62,56,64,63,71,80,Senior,Average
S. van den Berg,71,81,20,FC Schalke 04,Netherlands,CB,3800000,34000,60,34,62,64,72,72,Young,Average
P. Pentke,71,71,37,TSG Hoffenheim,Germany,GK,210000,10000,70,69,65,74,37,72,Senior,Average
M. Dreyer,71,71,33,AS Saint-Étienne,France,GK,600000,5000,71,72,68,73,49,69,Senior,Average
F. Gutiérrez,71,71,31,Colorado Rapids,Chile,"CM,CAM",1500000,6000,65,68,72,74,59,61,Senior,Average
D. Jones,71,76,25,New England Revolution,United States,"LB,RB",2600000,5000,82,56,65,69,66,75,Adult,Average
M. McKenzie,71,78,23,KRC Genk,United States,CB,3500000,9000,78,36,48,62,71,74,Adult,Average
B. Gimber,71,75,25,SSV Jahn Regensburg,Germany,CDM,2400000,8000,65,48,59,56,71,79,Adult,Average
A. Oğuz,71,71,29,İttifak Holding Konyaspor,Turkey,"RB,RWB",1600000,11000,76,59,67,71,67,78,Adult,Average
T. Olsen,71,71,31,Lillestrøm SK,Norway,ST,1600000,5000,75,70,59,64,41,79,Senior,Average
S. Hutchinson,71,71,31,Millwall,England,CB,1300000,9000,47,29,50,53,72,78,Senior,Average
D. Adorni,71,71,29,Brescia,Italy,CB,1600000,4000,73,44,52,53,73,69,Adult,Average
K. El Berkaoui,71,72,27,Al Raed,Morocco,"ST,LW",2200000,14000,87,73,56,72,24,63,Adult,Average
S. Sosa,71,80,23,Atlanta United,Argentina,"CDM,CM",3900000,5000,59,56,61,66,69,76,Adult,Average
I. Fossum,71,74,25,Aalborg BK,Norway,"CM,CAM",2500000,10000,69,68,69,71,64,74,Adult,Average
André Silva,71,75,25,Vitória de Guimarães,Brazil,"ST,LW",2600000,8000,76,70,65,72,32,66,Adult,Average
M. Andersen,71,77,23,Venezia FC,Denmark,"CM,CDM",2900000,3000,68,61,69,71,63,73,Adult,Average
J. Greguš,71,71,31,San Jose Earthquakes,Slovakia,"CDM,CM",1300000,5000,63,68,73,68,66,73,Senior,Average
E. Agbadou,71,78,25,Stade de Reims,Côte d'Ivoire,"CB,CDM",3400000,13000,67,47,50,57,69,79,Adult,Average
Sergio Castel,71,72,27,UD Ibiza,Spain,ST,2200000,6000,58,72,53,65,23,76,Adult,Average
R. McGree,71,78,23,Middlesbrough,Australia,"CM,CAM",3700000,16000,79,69,69,74,63,73,Adult,Average
N. Acevedo,71,71,33,Godoy Cruz,Argentina,"CM,CDM",1200000,8000,64,55,73,72,63,81,Senior,Average
Kang Sang Woo,71,71,28,Beijing Guoan FC,Korea Republic,"LB,LWB,LM",1700000,12000,81,63,69,68,64,62,Adult,Average
P. Gerkens,71,72,27,Royal Antwerp FC,Belgium,"CM,CAM,CF",2100000,14000,54,69,70,69,66,69,Adult,Average
José León,71,73,27,CD Tenerife,Spain,CB,2000000,7000,68,36,54,55,71,76,Adult,Average
O. Kamara,71,71,32,D.C. United,Norway,ST,1500000,6000,73,72,60,68,33,77,Senior,Average
J. Murillo,71,73,28,Los Angeles FC,Colombia,"CB,RB",1900000,6000,81,38,54,62,71,79,Adult,Average
J. Buckley,71,79,22,Blackburn Rovers,England,"CAM,CM",4200000,23000,77,60,67,72,65,69,Young,Average
R. Hennings,71,71,34,Fortuna Düsseldorf,Germany,ST,900000,17000,62,76,61,65,40,73,Senior,Average
A. Ba Loua,71,72,25,Lech Poznań,Côte d'Ivoire,RM,2200000,7000,88,60,67,73,27,52,Adult,Average
J. Huth,71,72,28,SC Paderborn 07,Germany,GK,1500000,11000,71,66,75,74,59,68,Adult,Average
N. Tripichio,71,74,26,Defensa y Justicia,Argentina,"RB,CB",2300000,9000,78,50,65,71,64,69,Adult,Average
D. Stipica,71,71,31,Pogoń Szczecin,Croatia,GK,1000000,6000,72,72,64,74,29,73,Senior,Average
M. Vlap,71,74,25,FC Twente,Netherlands,"CAM,CM",2500000,9000,58,73,69,70,47,65,Adult,Average
J. Zoet,71,71,31,Spezia,Netherlands,GK,1000000,9000,70,73,74,70,51,71,Senior,Average
S. Gómez,71,76,26,Atlético Nacional,Colombia,"CDM,CM",2500000,3000,63,62,64,67,69,73,Adult,Average
Y. Neyou,71,76,25,CD Leganés,Cameroon,"CDM,CM",2500000,6000,66,60,65,75,70,68,Adult,Average
B. Kuwas,71,71,29,GZT Giresunspor,Curacao,RM,1800000,10000,78,72,67,75,32,65,Adult,Average
I. Sylla,71,71,28,Toulouse Football Club,Guinea,LB,1700000,12000,71,61,67,66,65,73,Adult,Average
B. Martella,71,71,29,Ternana,Italy,"LB,LM",1600000,4000,81,57,69,66,62,74,Adult,Average
M. Sobottka,71,71,28,Fortuna Düsseldorf,Germany,"CDM,CM",1600000,15000,66,57,63,66,71,74,Adult,Average
M. Capuano,71,71,30,Ternana,Italy,CB,1500000,3000,63,33,49,57,71,81,Senior,Average
Iago Falqué,71,71,32,América de Cali,Spain,"CAM,ST,RW",1500000,2000,67,68,73,74,38,51,Senior,Average
Nanu,71,71,28,FC Dallas,Guinea Bissau,"RB,RM",1700000,8000,86,61,63,70,66,73,Adult,Average
J. Steer,71,71,29,Aston Villa,England,GK,1300000,33000,72,70,70,71,51,70,Adult,Average
N. Bancu,71,71,29,Universitatea Craiova,Romania,"LB,LWB",1600000,10000,79,66,67,70,64,74,Adult,Average
M. Meli,71,71,30,Club Atlético Aldosivi,Argentina,"CM,RM",1800000,8000,74,61,67,69,66,75,Senior,Average
M. Gersbeck,71,72,27,Karlsruher SC,Germany,GK,1600000,8000,67,72,58,71,42,71,Adult,Average
Kim Jin Su,71,71,30,Jeonbuk Hyundai Motors,Korea Republic,LB,1600000,21000,83,40,64,68,66,66,Senior,Average
M. Rojas,71,71,30,Free agent,New Zealand,"LM,RM",0,0,85,66,67,74,45,47,Senior,Average
J. Buffarini,71,71,33,Club Atlético Talleres,Argentina,RB,975000,9000,75,58,64,70,65,78,Senior,Average
Hong Chul,71,71,31,Daegu FC,Korea Republic,"LWB,LB",1400000,6000,85,49,65,69,63,73,Senior,Average
Pep Chavarría,71,78,24,Rayo Vallecano,Spain,LB,3600000,10000,84,49,63,67,64,75,Adult,Average
D. Dike,71,82,22,West Bromwich Albion,United States,ST,4200000,21000,68,71,47,62,21,80,Young,Average
Vanderlei Cõembra,71,71,22,Cuiabá,Brazil,"RB,LB",2000000,9000,87,36,60,68,64,67,Young,Average
Carraça,71,71,29,Gil Vicente FC,Portugal,"RB,RWB,RM",1600000,8000,68,59,67,69,67,70,Adult,Average
R. Walter,71,72,27,Sporting Kansas City,France,"CDM,CM",1900000,5000,63,61,71,73,66,68,Adult,Average
P. Mazzocchi,71,72,26,US Salernitana 1919,Italy,"RWB,RM,RB",2000000,15000,76,56,65,67,67,71,Adult,Average
A. Bobichon,71,72,26,Angers SCO,France,"CM,CAM,LM",2200000,15000,65,73,72,71,56,64,Adult,Average
L. Magallán,71,71,28,Ajax,Argentina,CB,1600000,10000,48,38,52,58,71,78,Adult,Average
A. Pascanu,71,79,23,SD Ponferradina,Romania,CB,3900000,5000,71,39,50,58,71,81,Adult,Average
Thiago Martins,71,74,27,New York City FC,Brazil,CB,2100000,5000,76,41,57,58,71,73,Adult,Average
I. Franco,71,80,22,Club Libertad,Paraguay,"CF,RM",4200000,650,80,66,58,73,37,60,Young,Average
Tiago Sá,71,75,27,SC Braga,Portugal,GK,2000000,7000,71,70,66,71,44,70,Adult,Average
L. Kleinheisler,71,71,28,Free agent,Hungary,"CAM,CM",0,0,74,70,68,75,60,75,Adult,Average
S. Abdul Samed,71,75,22,Racing Club de Lens,Ghana,"CDM,CM",2500000,15000,50,47,60,65,69,62,Young,Average
A. Meyer,71,71,31,Borussia Dortmund,Germany,GK,1000000,18000,71,69,67,70,25,72,Senior,Average
I. Chair,71,77,24,Queens Park Rangers,Morocco,CAM,3000000,19000,75,66,68,73,31,48,Adult,Average
Walter Silvieiro,71,71,30,Atlético Clube Goianiense,Brazil,ST,1800000,10000,72,76,61,64,36,62,Senior,Average
S. Larsson,71,71,37,AIK,Sweden,CM,600000,5000,51,69,76,66,66,70,Senior,Average
S. Gregersen,71,74,27,FC Girondins de Bordeaux,Norway,"CB,RB",2100000,6000,75,44,50,46,69,84,Adult,Average
J. Brenet,71,71,28,FC Twente,Netherlands,"RB,LB",1700000,9000,79,36,61,70,68,67,Adult,Average
O. Lewicki,71,71,29,Malmö FF,Sweden,"CDM,CM,CB",1600000,6000,61,55,62,67,71,75,Adult,Average
Balde,71,82,18,FC Barcelona,Spain,LB,3800000,17000,84,47,67,74,64,54,Young,Average
T. Borevković,71,76,25,Hajduk Split,Croatia,CB,2500000,650,44,30,46,46,72,78,Adult,Average
J. Maja,71,77,23,FC Girondins de Bordeaux,Nigeria,ST,3000000,6000,76,70,62,73,28,58,Adult,Average
Josué Sá,71,71,30,Rio Ave FC,Portugal,CB,1500000,6000,45,36,49,64,73,73,Senior,Average
F. Falco,71,71,30,Cagliari,Italy,"CF,CAM,RW",1800000,4000,79,67,69,77,29,54,Senior,Average
C. Nyman,71,71,29,IFK Norrköping,Sweden,ST,1900000,6000,81,69,58,66,41,81,Adult,Average
Henrique Araújo,71,85,20,SL Benfica,Portugal,ST,4500000,7000,70,71,56,65,27,70,Young,Average
J. Infante,71,73,26,Platense,Argentina,"LB,LWB",2100000,9000,74,51,60,67,69,68,Adult,Average
L. Agoumé,71,82,20,ESTAC Troyes,France,"CDM,CM",3900000,22000,64,54,68,72,67,69,Young,Average
R. Brady,71,71,30,Preston North End,Republic of Ireland,"RM,LM,LWB",1800000,22000,63,69,73,72,65,59,Senior,Average
E. Owusu,71,75,24,KAA Gent,Ghana,"CDM,CM",2400000,11000,67,52,64,71,68,70,Adult,Average
M. Helik,71,72,26,Huddersfield Town,Poland,CB,1900000,12000,62,49,47,53,70,76,Adult,Average
Kim Young Gwon,71,71,32,Ulsan Hyundai FC,Korea Republic,CB,1200000,7000,68,44,63,59,71,75,Senior,Average
Gabriel Silva,71,71,31,AS Saint-Étienne,Brazil,"LB,LWB",1400000,6000,65,57,69,70,68,69,Senior,Average
L. Krejčí,71,71,29,AC Sparta Praha,Czech Republic,"LM,LB",1800000,750,74,67,70,71,66,55,Adult,Average
G. Zardes,71,71,30,Colorado Rapids,United States,ST,1800000,6000,83,70,53,68,44,75,Senior,Average
M. Zimmermann,71,71,30,Fortuna Düsseldorf,Germany,RB,1600000,14000,69,52,67,66,68,71,Senior,Average
Claudemir,71,71,34,FC Vizela,Brazil,"CDM,CM",650000,4000,50,66,70,69,68,72,Senior,Average
S. Shashoua,71,80,23,CD Tenerife,England,"ST,CAM,RM",4200000,7000,89,71,64,76,39,58,Adult,Average
D. Baselli,71,71,30,Como,Italy,CM,1800000,3000,67,71,75,74,65,61,Senior,Average
F. Lucioni,71,71,34,Frosinone,Italy,CB,600000,10000,46,33,47,50,72,75,Senior,Average
Y. Guzmán,71,78,24,Atlético Nacional,Colombia,"CAM,RM",3800000,3000,74,65,69,75,29,43,Adult,Average
Z. Tripić,71,71,29,Viking FK,Norway,LW,1800000,4000,83,72,66,71,42,77,Adult,Average
M. Tramoni,71,79,22,Pisa,France,"LM,LW",4200000,3000,80,63,68,71,48,62,Young,Average
M. Nadé,71,79,23,AS Saint-Étienne,France,CB,3900000,5000,35,30,44,52,70,82,Adult,Average
E. Torregrossa,71,71,30,Pisa,Italy,ST,1800000,14000,73,70,55,68,28,74,Senior,Average
N. Gyömbér,71,71,29,US Salernitana 1919,Slovakia,CB,1600000,16000,62,31,43,50,73,72,Adult,Average
E. Palmer-Brown,71,77,25,ESTAC Troyes,United States,CB,2600000,11000,65,30,52,53,69,77,Adult,Average
Miguelón,71,74,26,Real Oviedo,Spain,RB,2300000,11000,76,51,64,73,66,65,Adult,Average
R. Giles,71,78,22,Middlesbrough,England,"LWB,LW",3600000,33000,89,56,67,69,58,64,Young,Average
A. Marchesano,71,71,31,FC Zürich,Switzerland,CAM,1600000,12000,68,66,71,74,48,51,Senior,Average
Dani Gómez,71,76,23,RCD Espanyol de Barcelona,Spain,ST,2900000,8000,78,71,62,70,37,63,Adult,Average
S. Wharton,71,76,24,Blackburn Rovers,England,CB,2600000,21000,63,32,50,62,70,77,Adult,Average
A. Pelmard,71,79,22,FC Basel 1893,France,"CB,LB",3900000,10000,81,35,61,70,72,73,Young,Average
A. Smithies,71,71,32,Leicester City,England,GK,925000,31000,72,69,68,71,59,71,Senior,Average
A. Epureanu,71,71,35,İstanbul Başakşehir FK,Moldova,CB,500000,14000,32,53,54,55,73,74,Senior,Average
J. Gorter,71,82,22,Ajax,Netherlands,GK,3600000,6000,72,65,66,74,50,71,Young,Average
Maurício,71,71,30,Al Batin,Brazil,CB,1500000,10000,58,43,53,51,71,81,Senior,Average
Mailson,71,75,25,Al Taawoun,Brazil,GK,2000000,11000,73,69,66,74,36,67,Adult,Average
B. Salamon,71,71,31,Lech Poznań,Poland,CB,1300000,7000,50,47,58,55,72,75,Senior,Average
C. Cándido,71,72,27,Club Nacional de Football,Uruguay,"LB,LW,LM",2000000,550,85,56,66,67,67,52,Adult,Average
G. Esparza,71,71,29,Club The Strongest,Argentina,LM,1800000,950,90,60,63,73,44,54,Adult,Average
U. Matić,71,71,32,Abha Club,Serbia,"CM,CDM",1500000,9000,67,67,67,71,62,79,Senior,Average
A. Rodríguez,71,71,33,Deportivo Cali,Colombia,ST,1200000,3000,69,68,57,70,32,78,Senior,Average
D. Man,71,77,23,Parma,Romania,"RM,LM,RW",3000000,3000,88,68,65,72,45,72,Adult,Average
K. Möhwald,71,71,28,1. FC Union Berlin,Germany,"CM,CAM",1900000,19000,43,70,74,72,63,68,Adult,Average
J. González,71,77,23,Minnesota United FC,Mexico,"CM,CDM",2900000,5000,71,58,66,72,70,68,Adult,Average
F. Sambueza,71,71,33,Junior FC,Argentina,"RM,CAM",1200000,3000,71,64,73,70,37,49,Senior,Average
N. Kühn,71,77,22,SK Rapid Wien,Germany,"RM,ST,CAM",3000000,16000,88,62,61,75,24,46,Young,Average
K. Piątkowski,71,79,22,FC Red Bull Salzburg,Poland,CB,3900000,13000,81,47,64,66,69,81,Young,Average
M. Viti,71,83,20,OGC Nice,Italy,CB,4200000,16000,71,35,48,48,73,70,Young,Average
K. Djidji,71,72,29,Torino F.C.,Côte d'Ivoire,CB,1700000,24000,65,32,53,63,72,69,Adult,Average
Iván Villar,71,77,24,RC Celta de Vigo,Spain,GK,2400000,9000,71,70,69,71,32,70,Adult,Average
V. Babacan,71,71,33,İstanbul Başakşehir FK,Turkey,GK,600000,16000,73,69,67,70,50,76,Senior,Average
A. Milošević,71,71,30,AIK,Sweden,CB,1500000,6000,54,53,58,56,71,76,Senior,Average
A. Trebel,71,71,31,RSC Anderlecht,France,"CM,CDM",1500000,14000,61,67,72,71,68,65,Senior,Average
M. Coco,71,72,26,FC Nantes,France,"RM,RW,RWB",2200000,16000,81,66,68,70,53,56,Adult,Average
S. Arfield,71,71,33,Rangers FC,Canada,"CM,CAM",1200000,31000,53,68,71,72,66,69,Senior,Average
G. Bruno,71,71,30,Sint-Truidense VV,Belgium,"ST,RW",1800000,16000,73,71,66,71,39,65,Senior,Average
M. Bruno,71,71,28,KV Kortrijk,Belgium,"CAM,LM,RM",1900000,11000,72,68,71,72,42,61,Adult,Average
Y. Touzghar,71,71,35,AC Ajaccio,Tunisia,ST,800000,10000,65,72,61,71,24,67,Senior,Average
Gus Outomouro,71,71,26,Internacional,Brazil,"ST,LM",2100000,18000,71,72,68,73,28,62,Adult,Average
A. Tagnaouti,71,75,26,Free agent,Morocco,GK,0,0,71,69,67,70,38,69,Adult,Average
N. Williams,71,82,21,Nottingham Forest,Wales,"RB,RWB",4000000,23000,73,45,64,71,67,60,Young,Average
J. Faussurier,71,71,35,FC Sochaux-Montbéliard,France,"RB,RM",575000,4000,50,59,73,70,71,68,Senior,Average
I. Nestorovski,71,71,32,Udinese Calcio,North Macedonia,ST,1500000,12000,64,73,53,68,35,71,Senior,Average
Pedro Mendes,71,78,22,Ascoli,Portugal,ST,3800000,4000,71,72,56,67,34,77,Young,Average
D. Polenta,71,71,30,Unión de Santa Fe,Uruguay,"CB,LB",1500000,9000,69,39,59,57,69,82,Senior,Average
K. Miller,71,75,25,Club de Foot Montréal,Canada,"CB,LB",2300000,5000,81,37,58,64,69,79,Adult,Average
A. Sørensen,71,72,26,AC Sparta Praha,Denmark,CB,1900000,650,57,42,57,58,72,72,Adult,Average
C. Fuentes,71,71,29,Colo-Colo,Chile,"CDM,CM",1600000,5000,66,60,63,64,69,80,Adult,Average
D. Jurásek,71,77,21,SK Slavia Praha,Czech Republic,"LB,LM",2800000,550,80,56,67,71,64,73,Young,Average
C. Christie,71,71,29,Hull City,Republic of Ireland,"RB,RWB,RM",1600000,12000,79,53,63,68,65,76,Adult,Average
D. Palacios,71,79,22,Los Angeles FC,Ecuador,LB,4000000,5000,75,33,63,70,67,67,Young,Average
L. Merolla,71,74,27,Club Atlético Huracán,Argentina,CB,2100000,9000,47,26,49,47,73,78,Adult,Average
Alberto Soro,71,80,23,Granada CF,Spain,"RM,ST,LM",4200000,7000,77,63,69,71,44,59,Adult,Average
Jairo,71,71,28,FC Cartagena,Spain,"LWB,LB,LM",1700000,6000,89,66,66,71,63,56,Adult,Average
M. D'Alessandro,71,71,31,AC Monza,Italy,"LM,RM",1600000,28000,87,60,66,77,44,46,Senior,Average
R. Leal,71,74,25,Nashville SC,Costa Rica,"LM,RM",2500000,6000,70,65,69,73,38,50,Adult,Average
Róber,71,74,27,Levante Unión Deportiva,Spain,"CB,CDM",2100000,8000,56,48,62,61,72,71,Adult,Average
M. Müldür,71,77,23,U.S. Sassuolo Calcio,Turkey,RB,2800000,15000,77,49,60,72,67,72,Adult,Average
Pedrildo Rocha,71,71,30,Sport Club Corinthians Paulista,Brazil,"LW,LM",1800000,19000,77,71,66,75,43,63,Senior,Average
E. Saveljich,71,71,31,Rayo Vallecano,Montenegro,CB,1300000,12000,39,32,49,45,71,79,Senior,Average
F. Hübner,71,71,31,1. FC Nürnberg,Germany,CB,1300000,8000,41,43,46,44,75,71,Senior,Average
S. Ferreira,71,78,24,Houston Dynamo,Paraguay,ST,3800000,6000,71,73,57,73,32,61,Adult,Average
D. Hyam,71,74,26,Blackburn Rovers,Scotland,CB,2200000,24000,54,32,53,58,72,74,Adult,Average
N. Viola,71,71,32,Cagliari,Italy,"CM,CDM",1500000,4000,60,64,75,72,58,68,Senior,Average
K. Dowell,71,76,24,Norwich City,England,"CAM,RM",2800000,23000,64,68,71,72,40,51,Adult,Average
H. Mendes,71,74,24,Unión Deportiva Almería,France,"RB,CB",2400000,13000,75,42,61,64,70,73,Adult,Average
Antonaldo Vaz,71,71,22,Palmeiras,Brazil,LB,2000000,17000,71,38,62,65,68,68,Young,Average
E. Insua,71,71,31,Vélez Sarsfield,Argentina,"LB,LWB,LM",1400000,9000,73,57,62,66,68,74,Senior,Average
I. Diallo,71,74,25,AC Ajaccio,Côte d'Ivoire,"LB,CB",2300000,11000,69,38,54,68,70,74,Adult,Average
A. Hatem,71,71,31,Free agent,Qatar,"CM,CDM",0,0,61,68,71,68,62,69,Senior,Average
L. Cavallini,71,71,29,Vancouver Whitecaps FC,Canada,ST,1900000,7000,72,70,50,66,36,87,Adult,Average
B. Nieuwkoop,71,72,26,Royale Union Saint-Gilloise,Netherlands,"RM,RWB,RB",2200000,11000,71,58,69,68,71,73,Adult,Average
Bernardo,71,72,27,FC Red Bull Salzburg,Brazil,"LB,CB",2000000,16000,71,53,62,68,70,73,Adult,Average
F. Di Mariano,71,72,26,Palermo,Italy,LW,2200000,4000,73,65,65,73,32,50,Adult,Average
Y. Benzia,71,71,27,Dijon FCO,Algeria,"CAM,CM",2000000,6000,66,69,70,73,45,61,Adult,Average
Antonio Blanco,71,82,21,Cádiz CF,Spain,"CM,CDM",4200000,51000,54,57,67,66,62,58,Young,Average
M. Bauer,71,78,22,FC Augsburg,Germany,CB,3500000,13000,54,26,48,49,73,73,Young,Average
A. Arias,71,74,26,FBC Melgar,Peru,"CM,CDM,CAM",2400000,650,60,65,68,68,73,54,Adult,Average
A. Hoffmann,71,72,29,Fortuna Düsseldorf,Germany,CB,1700000,15000,52,38,56,56,71,72,Adult,Average
F. Troyansky,71,76,25,Club Atlético Lanús,Argentina,"ST,LM",2800000,10000,75,70,69,72,35,73,Adult,Average
M. Olsson,71,71,34,Malmö FF,Sweden,"LB,CB,LWB",700000,6000,69,62,67,67,68,73,Senior,Average
R. Boffin,71,71,34,Antalyaspor,Belgium,GK,325000,12000,72,67,68,72,56,70,Senior,Average
M. Wallace,71,71,29,Millwall,Scotland,"CB,LWB,LB",1600000,10000,58,29,55,60,72,79,Adult,Average
A. Rami,71,71,36,ESTAC Troyes,France,CB,325000,8000,37,48,53,56,71,75,Senior,Average
Álvaro,71,78,24,RCD Espanyol de Barcelona,Spain,GK,3200000,5000,73,67,66,75,47,68,Adult,Average
B. Khoukhi,71,71,31,Free agent,Qatar,"CB,CDM",0,0,62,60,57,54,70,77,Senior,Average
Zé Carlos,71,78,23,UD Ibiza,Portugal,RB,3600000,8000,77,39,57,69,68,65,Adult,Average
K. Behrens,71,71,31,1. FC Union Berlin,Germany,ST,1600000,20000,72,71,51,65,29,80,Senior,Average
Y. Demir,71,82,19,Galatasaray SK,Austria,"RW,CAM,RM",4000000,23000,82,66,65,78,19,50,Young,Average
E. Stevens,71,71,31,Sheffield United,Republic of Ireland,"LWB,LB",1400000,17000,66,45,64,70,68,71,Senior,Average
L. Jara,71,71,31,Vélez Sarsfield,Argentina,"RB,RWB,RM",1400000,9000,70,51,64,68,66,72,Senior,Average
D. Szymański,71,72,27,AEK Athens,Poland,"CM,CDM",2100000,850,69,67,66,68,69,78,Adult,Average
M. Trmal,71,81,23,Clube Sport Marítimo,Czech Republic,GK,3600000,5000,70,70,58,74,22,69,Adult,Average
J. Bruma,71,71,30,Kasimpaşa SK,Netherlands,CB,1500000,9000,58,53,56,56,71,76,Senior,Average
C. Auzqui,71,71,31,Ferencvárosi TC,Argentina,"CAM,RM",1600000,750,81,69,71,71,52,77,Senior,Average
E. Goldaniga,71,71,28,Cagliari,Italy,CB,1600000,4000,39,33,42,51,72,69,Adult,Average
F. Bartels,71,71,35,Holstein Kiel,Germany,"CF,RW,CAM",800000,11000,71,69,70,75,41,49,Senior,Average
Kaio Jorge,71,82,20,Juventus,Brazil,ST,4099999,41000,77,70,59,76,25,65,Young,Average
M. Bolaños,71,71,32,Shanghai Shenhua FC,Ecuador,ST,1500000,10000,84,72,64,74,26,64,Senior,Average
F. Kunze,71,76,24,Hannover 96,Germany,"CDM,CM",2600000,14000,53,40,57,58,74,75,Adult,Average
R. Matarrita,71,71,27,FC Cincinnati,Costa Rica,"LB,LM,LWB",1800000,5000,78,49,65,69,68,70,Adult,Average
S. Breitkreuz,71,71,30,SSV Jahn Regensburg,Germany,"CB,RB",1500000,9000,62,56,46,53,72,76,Senior,Average
Lucas Áfrico,71,72,27,Estoril Praia,Brazil,CB,1900000,6000,52,41,56,52,70,76,Adult,Average
N. Reniero,71,71,27,Argentinos Juniors,Argentina,ST,2000000,13000,77,69,63,69,32,69,Adult,Average
S. Hezze,71,82,20,Club Atlético Huracán,Argentina,"CDM,CM",3900000,6000,66,54,64,67,67,74,Young,Average
J. Elez,71,72,28,Hajduk Split,Croatia,CB,1800000,700,59,60,68,63,70,74,Adult,Average
Gabriel Sara,71,79,23,Norwich City,Brazil,"CAM,CM",4200000,23000,77,71,69,72,47,72,Adult,Average
R. Sawyers,71,71,30,Cardiff City,Saint Kitts and Nevis,"CM,CAM,CDM",1800000,22000,64,61,71,73,60,66,Senior,Average
Jorge Miramón,71,71,33,CD Leganés,Spain,"RB,RWB",975000,8000,71,58,72,68,65,71,Senior,Average
C. Arcus,71,74,26,Vitesse,Haiti,RWB,2300000,10000,71,42,64,65,67,73,Adult,Average
S. Moreo,71,71,29,Brescia,Italy,"ST,LW",1900000,4000,77,66,61,68,47,80,Adult,Average
A. Partipilo,71,72,27,Ternana,Italy,"CAM,ST",2200000,4000,84,66,69,67,43,65,Adult,Average
